timestamp,track_id,class,x,y,w,h
2025-05-21 05:51:04.911908,0,person,0.0,0.0,473.0,476.0
2025-05-21 05:51:04.926715,0,person,160.0,195.0,446.0,284.0
2025-05-21 05:51:04.928144,0,person,1.0,194.0,555.0,285.0
2025-05-21 05:51:06.404580,0,cell phone,379.0,186.0,57.0,41.0
2025-05-21 05:51:06.405227,0,person,5.342952292839868,184.42597116756835,602.3085021262659,297.14875682587
2025-05-21 05:51:06.788688,0,bed,5.541230592591887,183.06878192483754,621.2083062942172,299.45103960856454
2025-05-21 05:51:07.937853,0,person,-0.7968867300440934,182.7770441889766,602.0619530285601,295.8959247844789
2025-05-21 05:51:11.675731,0,person,123.13774062419165,182.14704458986535,421.7493607448671,253.47963821427322
2025-05-21 05:51:12.134921,0,person,183.8811263958825,191.7283174250723,348.646893297254,235.76647964406186
2025-05-21 05:51:13.102319,0,laptop,191.18732328402328,212.4365815510354,317.1793854641086,227.11641319473662
2025-05-21 05:51:13.661522,0,person,229.1187028994518,207.71552078180193,280.14163149189505,217.27166075379515
2025-05-21 05:51:15.999917,0,person,15.911494083142514,188.4143033303043,460.20613024256147,287.9848327983551
2025-05-21 05:51:16.947718,0,person,32.89191646568099,185.72616880041414,503.9500846953317,292.03447291216946
2025-05-21 05:51:17.904432,0,person,50.75372027479713,189.05678799161927,499.9644369804396,289.17639480881144
2025-05-21 05:51:18.802946,0,bed,41.20315242936738,187.695405572433,529.399971631887,289.02603071061856
2025-05-21 05:51:19.223881,0,person,29.955887258487905,152.42482762377557,555.4747020936032,311.89274579451796
2025-05-21 05:51:19.665175,0,bed,19.774721989660065,171.27374394725322,563.0313121377649,305.5915052546683
2025-05-21 05:51:22.687495,0,person,58.6633392131813,117.64871948774294,586.5701084392653,351.21542199748035
2025-05-21 05:51:23.173774,0,person,24.00066896217163,65.80564487283362,608.664744639518,387.5150161684925
2025-05-21 05:51:26.649966,0,person,-14.665812853282489,155.55472713910805,657.3561223478648,324.06760936654507
2025-05-21 05:51:27.629531,0,person,-3.730996230216931,10.684727416197745,622.4443976071457,453.7054989690199
2025-05-21 05:51:28.025118,0,person,-4.665201340678834,5.695675603057339,616.0565234886576,461.7264829559817
2025-05-21 05:51:29.974486,0,person,-11.866871508482802,156.69539149551386,619.2652278869255,322.7909425481471
2025-05-21 05:51:30.357578,0,person,-12.108802461601329,160.79085030051428,604.2512857763531,320.1699696377227
2025-05-21 05:51:30.793906,0,laptop,84.00746811357536,156.5452221194828,507.1330427813011,308.6283059499324
2025-05-21 05:51:31.118060,0,person,46.77006320761086,162.73608360773525,536.4384319659051,311.05684825549713
2025-05-21 05:51:31.806786,0,person,32.59635521782974,164.24615762212522,565.2027018058825,313.1383949579712
2025-05-21 05:51:32.129460,0,person,23.0014988597581,174.41677845429442,585.8209882936283,307.9098409824711
2025-05-21 05:51:32.482058,0,person,12.878116883239443,175.28316290246394,596.1091986666565,306.73266044632703
2025-05-21 05:51:32.867018,0,person,2.060332803653978,171.51659618767837,595.6389389395198,307.9623458117949
2025-05-21 05:51:33.233027,0,person,1.528281427253603,169.52884417053218,600.7622181530635,309.57541354655086
2025-05-21 05:51:33.582766,0,person,4.079677351866167,171.3182009964815,609.6724302687771,309.06149718831625
2025-05-21 05:51:33.921449,0,person,-0.11664983271708707,168.9096249357442,609.6860573033359,310.50392639879635
2025-05-21 05:51:35.505899,0,person,343.89817690514474,-4.526531540907769,280.4879461380999,384.24695455745416
2025-05-21 05:51:35.890799,0,person,336.65857439811157,-0.1401041138814776,290.83364640845207,390.31533705129453
2025-05-21 05:51:36.229643,0,person,9.5716236588774,-3.2636808895064178,632.1734351175974,465.8101723044187
2025-05-21 05:51:36.546946,0,person,10.47037060392637,-1.9928692747949128,631.3492346747148,466.97504178214956
2025-05-21 05:51:36.915296,0,person,14.669896485908282,-1.0009963521674479,628.5000146686411,467.7615944084231
2025-05-21 05:51:37.247652,0,person,20.42371965096271,0.4184628955433993,624.2730854999552,469.9382017890838
2025-05-21 05:51:38.548818,0,person,18.738647775758523,0.257559849141046,615.5967183553275,473.30932877775297
2025-05-21 05:51:38.934378,0,person,27.407437678011263,-0.8065880890777066,612.716528798615,473.5814241670793
2025-05-21 05:51:40.083128,0,person,269.4794991047163,1.242091713318075,356.10838004521725,439.71688894886597
2025-05-21 05:51:40.526919,0,person,43.12292621073664,-6.6833024092698,606.187253024295,461.493703466986
2025-05-21 05:51:40.903880,0,person,23.118477219543422,0.14623602696369176,615.8258582539265,464.6532661092067
2025-05-21 05:51:41.362444,0,person,33.17307360090308,-0.31698291482908303,610.2468124552336,465.47181121541246
2025-05-21 05:51:41.744099,0,person,23.305631348424072,-1.6236053327337174,614.5622265076838,464.79193032605406
2025-05-21 05:51:42.132182,0,person,12.375981384876354,6.834377415340555,622.6936627363575,464.92750544953094
2025-05-21 05:51:42.466137,0,person,6.81041788644194,28.471734997525516,627.9693713415586,453.5923339698314
2025-05-21 05:51:43.159236,0,person,-5.5037090406506195,99.64349175367278,628.8632818960448,406.8895556504202
2025-05-21 05:51:45.491709,0,bed,4.19989442013491,201.70240466427168,625.0982716160756,307.91070518575145
2025-05-21 05:51:45.831595,0,bed,-0.34853708490055624,226.55791047720447,631.9075640970109,280.18944806578884
2025-05-21 05:51:46.159493,0,person,179.52221519837352,81.68980174295501,446.2238248863423,373.02608815384485
2025-05-21 05:51:46.535325,0,person,20.5806537536763,10.408030486558687,599.7294460269006,450.06886788507956
2025-05-21 05:51:46.916181,0,person,11.614536200739337,5.479896465260737,609.8248440339712,459.3973007225061
2025-05-21 05:51:47.327742,0,person,7.046865698092915,1.2728513859998145,618.7968283307064,464.04022091206684
2025-05-21 05:51:47.710688,0,person,2.7497442839082282,-0.5077866013742209,624.2527048994282,467.805431499509
2025-05-21 05:51:48.118214,0,person,0.844973529727099,-0.9131182783277723,629.0091348237511,471.6109138773418
2025-05-21 05:51:48.504342,0,person,10.883323862103566,-1.509368417711471,627.0972849826055,474.21108544056466
2025-05-21 05:51:48.954667,0,person,3.2718638002987745,-2.46811021228325,628.4333548153803,475.59536036747744
2025-05-21 05:51:49.772521,0,person,-7.202343641405491,-0.9217568081668333,619.389313117604,476.435102646464
2025-05-21 05:51:50.208790,0,person,46.50688195475908,4.188954402730019,598.0654943914924,475.0826788417323
2025-05-21 05:51:50.603541,0,person,95.77342883838912,6.295071927885232,567.5577930049919,474.39258451973114
