timestamp,track_id,class,x,y,w,h
2025-04-30 03:48:28.479317,0,toothbrush,344.0,224.0,56.0,22.0
2025-04-30 03:48:28.481317,0,person,166.0,14.0,382.0,420.0
2025-04-30 03:48:28.752432,0,person,169.83279540401148,11.918747800404219,400.33181230823755,460.15890871401376
2025-04-30 03:48:29.033483,0,person,173.15662278826875,29.406634808594788,377.33289826489846,448.0078424495018
2025-04-30 03:48:29.298587,0,person,176.45662326368816,18.055375898801913,371.4398153469425,456.0928922510053
2025-04-30 03:48:29.577960,0,person,162.72298796859363,8.924722309089248,372.82014127520983,465.11087032352106
2025-04-30 03:48:29.858260,0,person,125.69380411899675,-1.3525019350693128,404.4019559331793,482.6802053594142
2025-04-30 03:48:30.121444,0,person,114.5554620270537,-4.947628177215421,419.6175889742089,488.18155473292904
2025-04-30 03:48:30.427969,0,person,95.59055513150963,-8.088710408646335,437.1580470763055,491.82923497453567
2025-04-30 03:48:30.698444,0,person,85.25726461644149,-8.95152222345078,451.9782331939123,484.4310073348547
2025-04-30 03:48:30.983735,0,person,121.744362653146,-4.232960401118021,429.1573261492946,480.5565702272403
2025-04-30 03:48:31.300744,0,person,151.9805957691376,13.972211248577821,400.50473153554617,467.81269652351364
2025-04-30 03:48:31.580987,0,person,167.1758330663781,11.077327462444401,404.8446560423399,469.0507784633726
2025-04-30 03:48:31.857977,0,person,171.80582736346884,20.903836557931783,389.92585675354616,461.599243220243
2025-04-30 03:48:32.151978,0,person,175.1444840430477,15.820193037187522,381.67722983189617,462.3701657055086
2025-04-30 03:48:32.465500,0,person,179.2133875420416,10.263997912059295,377.4948703055942,464.59375700369424
2025-04-30 03:48:32.762872,0,person,179.77661430191932,10.725480453370523,373.1751698472497,462.2746132917182
2025-04-30 03:48:33.055539,0,person,179.28926905316325,13.542192306193527,373.5366949855819,462.0374804416226
2025-04-30 03:48:33.347704,0,person,173.6081109668655,13.624489043041848,374.762202289445,462.59494051304523
2025-04-30 03:48:33.644845,0,person,176.55789968899205,16.140183281069312,368.9368941287977,460.4465532633601
2025-04-30 03:48:33.940869,0,person,177.44176380724957,14.371630846570724,370.46951877740537,460.4667524465481
2025-04-30 03:48:34.515842,0,person,170.2222467395738,17.720884463675986,378.9422491786566,460.93530458111263
2025-04-30 03:48:36.881438,0,person,88.35818581256572,53.73636600008169,509.595786021201,434.4912982064311
2025-04-30 03:48:37.102825,0,person,54.62001315856668,49.06099312719772,547.1862788997878,436.07082341255636
2025-04-30 03:48:37.325381,0,person,35.08502713612444,45.47791334737235,575.1103885160778,437.5657213735318
2025-04-30 03:48:37.578466,0,person,25.44201101195881,47.83908336084954,593.0113908632354,435.8360245919124
2025-04-30 03:48:37.806989,0,person,15.838606020922555,54.46173992068094,608.0025873716652,431.49723481406284
2025-04-30 03:48:38.082349,0,person,9.45610727928812,47.94188622231823,618.7310747977597,434.11824026403383
2025-04-30 03:48:38.354962,0,person,4.905970635156336,47.58299461693616,626.6116145118496,434.72759512421203
2025-04-30 03:48:38.639266,0,person,3.1465990166299775,52.68197829852346,631.8194497684678,430.9710227272134
2025-04-30 03:48:38.908441,0,person,0.9827854677831738,49.771184568812146,635.656568195587,431.9997681613354
2025-04-30 03:48:39.192861,0,person,-1.1859163284182728,46.323899443260416,639.3112486378866,434.4099577891229
2025-04-30 03:48:39.463121,0,person,-1.6793516030551814,53.07705302155563,640.8360883826415,430.92304470090085
2025-04-30 03:48:39.727614,0,person,-2.0215196986196133,55.587886513834235,641.8559967394507,428.3618918671374
2025-04-30 03:48:39.991414,0,person,-1.462167882937706,57.28542272521244,637.717519085241,425.84777009095706
2025-04-30 03:48:40.250568,0,person,1.900912250161241,60.697269488907494,637.1392549903584,422.57023297907415
2025-04-30 03:48:40.508303,0,person,4.482207206808539,61.429188084346606,636.3672753880356,420.4387876792672
2025-04-30 03:48:40.770987,0,person,22.39078461950436,63.32048970004226,626.4515704632747,417.6540827062912
2025-04-30 03:48:41.053122,0,person,17.868912065255245,62.3550809340114,625.1101320492533,417.30172281886473
2025-04-30 03:48:41.315234,0,person,16.893156604048215,63.71637919143129,625.7253160774371,415.6272881485886
2025-04-30 03:48:41.578664,0,person,14.825246988652452,61.26307834104446,624.7962810354254,416.32307286249045
2025-04-30 03:48:44.984015,0,scissors,283.0450046688752,82.17460291135848,356.55665343166174,372.5114986358175
2025-04-30 03:48:45.299710,0,person,285.4156659432605,82.08092813247893,355.4959192685392,377.76409575813295
2025-04-30 03:48:45.638249,0,scissors,292.9433857885015,88.10161186219068,349.3967211231678,369.706627355959
2025-04-30 03:48:45.963118,0,person,289.5756758751571,97.1674034520401,349.908306783326,367.00904635369454
2025-04-30 03:48:46.287288,0,person,263.78964814604143,84.0903912887886,298.65511749006254,340.3576031213788
